model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
cnn_v2	tumour	augmented_r2	per_tumour_f1:glioma	3.92	-1.47499552	1.03681365	0.951227902	-2.51180917	-0.523767622	0.124775045	0.0025994801	0
cnn_v2	tumour	augmented_r2	per_tumour_f1:meningioma	2.92	1.33186357	1.31371487	1.35574123	0.0181487001	2.6876048	1	0.0515896821	0
cnn_v2	tumour	augmented_r2	per_tumour_f1:pituitary	0.92	0.227677434	0.373474038	0.421506257	-0.145796604	0.649183691	1	0.285342931	0
cnn_v2	tumour	augmented_r2	tumour_accuracy	6.92	0.72	0.74	0.77	-0.02	1.49	1	0.0653869226	0
cnn_v2	tumour	augmented_r2	tumour_macro_f1	5.92	1.09390564	0.780251642	0.841772263	0.313653998	1.9356779	0.48870226	0.0103979204	0
cnn_v2	tumour	augmented_r2	tumour_weighted_f1	4.92	0.701955411	0.716319217	0.758292274	-0.0143638061	1.46024768	1	0.0657868426	0
