model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
cnn_v2	plane	augmented_r2	per_plane_f1:ax	2.92	0.229743365	0.290390854	0.300611614	-0.0606474886	0.530354979	1	0.126974605	0
cnn_v2	plane	augmented_r2	per_plane_f1:co	1.92	0.67724285	0.594896687	0.658137836	0.0823461625	1.33538069	0.930613877	0.0357928414	0
cnn_v2	plane	augmented_r2	per_plane_f1:sa	0.92	0.585738381	0.515903415	0.563830819	0.0698349665	1.1495692	0.874625075	0.0323935213	0
cnn_v2	plane	augmented_r2	plane_accuracy	5.92	0.47	0.36	0.39	0.11	0.86	0.576084783	0.0133973205	0
cnn_v2	plane	augmented_r2	plane_macro_f1	4.92	0.497574866	0.391487449	0.440659271	0.106087417	0.938234136	0.607878424	0.0151969606	0
cnn_v2	plane	augmented_r2	plane_weighted_f1	3.92	0.471961228	0.369247706	0.40302758	0.102713522	0.874988808	0.596280744	0.0141971606	0
