model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
mobilevitv2	plane	augmented_r2	per_plane_f1:ax	2.92	0.0250937889	0.0970305849	0.116602583	-0.071936796	0.141696371	1	0.563487303	0
mobilevitv2	plane	augmented_r2	per_plane_f1:co	1.92	0.298829387	0.263134943	0.295948752	0.0356944437	0.594778139	0.811837632	0.0279944011	0
mobilevitv2	plane	augmented_r2	per_plane_f1:sa	0.92	0.201001974	0.201702725	0.259457345	-0.000700750726	0.460459319	1	0.120375925	0
mobilevitv2	plane	augmented_r2	plane_accuracy	5.92	0.16	0.15	0.18	0.01	0.34	1	0.0727854429	0
mobilevitv2	plane	augmented_r2	plane_macro_f1	4.92	0.17497505	0.16700487	0.185385394	0.00797018057	0.360360444	1	0.0485902819	0
mobilevitv2	plane	augmented_r2	plane_weighted_f1	3.92	0.160827877	0.150867053	0.18123643	0.0099608244	0.342064308	1	0.0459908018	0
