model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
cnn_v2	plane	filtered_r1	per_plane_f1:ax	3.08	0.340766121	0.325392576	0.374757035	0.0153735457	0.715523156	1	0.0469906019	0
cnn_v2	plane	filtered_r1	per_plane_f1:co	2.08	0.580999386	0.551567365	0.582626203	0.0294320212	1.16362559	1	0.049590082	0
cnn_v2	plane	filtered_r1	per_plane_f1:sa	1.08	0.335464467	0.428328676	0.471662013	-0.0928642089	0.80712648	1	0.170765847	0
cnn_v2	plane	filtered_r1	plane_accuracy	6.08	0.41	0.34	0.37	0.07	0.78	0.797840432	0.0269946011	0
cnn_v2	plane	filtered_r1	plane_macro_f1	5.08	0.419076658	0.338007055	0.377466871	0.0810696037	0.79654353	0.797840432	0.0265946811	0
cnn_v2	plane	filtered_r1	plane_weighted_f1	4.08	0.412462676	0.334279231	0.368723159	0.0781834449	0.781185835	0.734253149	0.0215956809	0
