model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
mobilevitv2	plane	filtered_r1	per_plane_f1:ax	3.08	0.0370135273	0.0970981617	0.111213827	-0.0600846344	0.148227354	1	0.591481704	0
mobilevitv2	plane	filtered_r1	per_plane_f1:co	2.08	0.217759562	0.233957864	0.260333181	-0.0161983018	0.478092743	1	0.0595880824	0
mobilevitv2	plane	filtered_r1	per_plane_f1:sa	1.08	0.167560589	0.184249961	0.219923798	-0.0166893722	0.387484387	1	0.116176765	0
mobilevitv2	plane	filtered_r1	plane_accuracy	6.08	0.13	0.14	0.15	-0.01	0.28	1	0.104379124	0
mobilevitv2	plane	filtered_r1	plane_macro_f1	5.08	0.140777893	0.145803544	0.161952724	-0.0050256512	0.302730617	1	0.0711857628	0
mobilevitv2	plane	filtered_r1	plane_weighted_f1	4.08	0.130913545	0.131491529	0.160071053	-0.000577983551	0.290984599	1	0.0609878024	0
