model	panel	comparison	metric	y	delta_pp	err_minus	err_plus	ci_low_pp	ci_high_pp	p_holm	p_raw	significant
cnn_v2	plane	filtered_r2	per_plane_f1:ax	3.24	0.24105898	0.277111702	0.31879349	-0.0360527217	0.55985247	1	0.107578484	0
cnn_v2	plane	filtered_r2	per_plane_f1:co	2.24	0.589989989	0.505520138	0.548176551	0.0844698516	1.13816654	0.772045591	0.0233953209	0
cnn_v2	plane	filtered_r2	per_plane_f1:sa	1.24	0.423276125	0.415081711	0.464989217	0.00819441422	0.888265342	1	0.0641871626	0
cnn_v2	plane	filtered_r2	plane_accuracy	6.24	0.4	0.3	0.35	0.1	0.75	0.598480304	0.0145970806	0
cnn_v2	plane	filtered_r2	plane_macro_f1	5.24	0.418108365	0.318275247	0.348247864	0.0998331178	0.766356229	0.571885623	0.0129974005	0
cnn_v2	plane	filtered_r2	plane_weighted_f1	4.24	0.40160143	0.302307783	0.326233568	0.0992936465	0.727834998	0.512897421	0.0113977205	0
