source,seed,n_estimators,oob_score,test_accuracy,test_macro_f1,test_weighted_f1,f1_glioma,f1_meningioma,f1_no_tumor,f1_pituitary,experiment
rf_tree_growth,0,25,0.7746119281045751,0.755,0.7624300303732028,0.7435726193587392,0.7355371900826446,0.5906542056074766,0.881578947368421,0.8419497784342689,augmented_r1
rf_tree_growth,0,50,0.8240400326797386,0.79,0.7978351924764829,0.7818192692134459,0.757201646090535,0.6557971014492754,0.9042904290429042,0.874051593323217,augmented_r1
rf_tree_growth,0,100,0.8564133986928104,0.799,0.8053874507359529,0.7916265752452489,0.7721518987341772,0.6762075134168157,0.8961038961038961,0.8770864946889226,augmented_r1
rf_tree_growth,0,200,0.8699959150326797,0.795,0.8037070586057792,0.7867948363584819,0.7659574468085106,0.6642728904847397,0.9150326797385621,0.8695652173913043,augmented_r1
rf_tree_growth,0,300,0.8774509803921569,0.8,0.8083122588393589,0.7925566291027267,0.7732181425485961,0.6797153024911032,0.9120521172638436,0.8682634730538922,augmented_r1
rf_tree_growth,0,400,0.8803104575163399,0.797,0.8055820023695452,0.7890033254203321,0.7775377969762419,0.6666666666666666,0.9120521172638436,0.8660714285714286,augmented_r1
rf_tree_growth,0,500,0.8780637254901961,0.801,0.8086470180678844,0.7934321334846273,0.7732181425485961,0.6797153024911032,0.9090909090909091,0.8725637181409296,augmented_r1
rf_tree_growth,1,25,0.7808415032679739,0.777,0.7851175900984244,0.768135632348213,0.7647058823529411,0.6432532347504621,0.8918032786885246,0.8407079646017699,augmented_r1
rf_tree_growth,1,50,0.8279207516339869,0.807,0.8175020718621012,0.8006103574330903,0.8,0.6833631484794276,0.9230769230769231,0.863568215892054,augmented_r1
rf_tree_growth,1,100,0.858251633986928,0.812,0.8230443208264014,0.8057796924347679,0.7991452991452992,0.6914893617021277,0.9328859060402684,0.8686567164179104,augmented_r1
rf_tree_growth,1,200,0.867953431372549,0.806,0.8139674274566362,0.7986580454311317,0.7905982905982906,0.6834532374100719,0.9114754098360656,0.8703427719821163,augmented_r1
rf_tree_growth,1,300,0.8758169934640523,0.806,0.814913246574612,0.7986109957494347,0.7931769722814499,0.6810810810810811,0.9180327868852459,0.8673621460506706,augmented_r1
rf_tree_growth,1,400,0.8775531045751634,0.8,0.8085467838626275,0.7921745602544185,0.776824034334764,0.6762589928057554,0.9150326797385621,0.8660714285714286,augmented_r1
rf_tree_growth,1,500,0.8796977124183006,0.802,0.8104314714796756,0.7943544026786612,0.7792207792207793,0.6810035842293907,0.9150326797385621,0.8664688427299704,augmented_r1
rf_tree_growth,2,25,0.7803308823529411,0.759,0.7649660348008245,0.7492492797613813,0.7350427350427351,0.6167883211678832,0.8662420382165605,0.8417910447761194,augmented_r1
rf_tree_growth,2,50,0.8245506535947712,0.784,0.7923947973257912,0.7762583133570156,0.7565217391304347,0.6537102473498233,0.898360655737705,0.8609865470852018,augmented_r1
rf_tree_growth,2,100,0.8531454248366013,0.802,0.810846322893529,0.7953215959630385,0.7835497835497836,0.6819787985865724,0.9108910891089109,0.866965620328849,augmented_r1
rf_tree_growth,2,200,0.872140522875817,0.802,0.8096772180480015,0.7944364080180027,0.7782608695652173,0.6797153024911032,0.9090909090909091,0.8716417910447761,augmented_r1
rf_tree_growth,2,300,0.877859477124183,0.802,0.8105602340391449,0.7945786052428435,0.7775377969762419,0.6797153024911032,0.9150326797385621,0.8699551569506726,augmented_r1
rf_tree_growth,2,400,0.8785743464052288,0.795,0.8036464863799909,0.7875129353235714,0.7625272331154684,0.6749116607773852,0.9114754098360656,0.8656716417910447,augmented_r1
rf_tree_growth,2,500,0.8800040849673203,0.8,0.8089160863508597,0.7925857301360235,0.7695652173913043,0.6808510638297872,0.9174917491749175,0.8677563150074294,augmented_r1
rf_tree_growth,3,25,0.7824754901960784,0.781,0.7893785412166484,0.773686965072753,0.7463312368972747,0.6536412078152753,0.8947368421052632,0.8628048780487805,augmented_r1
rf_tree_growth,3,50,0.8265931372549019,0.788,0.7940903617933157,0.7799714920042952,0.7617021276595745,0.6630630630630631,0.8867313915857605,0.8648648648648649,augmented_r1
rf_tree_growth,3,100,0.8528390522875817,0.794,0.801166164873684,0.785908176134032,0.7766179540709812,0.6618181818181819,0.898360655737705,0.8678678678678678,augmented_r1
rf_tree_growth,3,200,0.8682598039215687,0.799,0.8077022007559465,0.79089851877935,0.7914893617021277,0.6654545454545454,0.9120521172638436,0.861812778603269,augmented_r1
rf_tree_growth,3,300,0.8732638888888888,0.799,0.8073244786521512,0.7911999518765241,0.7758620689655172,0.6714285714285714,0.9120521172638436,0.8699551569506726,augmented_r1
rf_tree_growth,3,400,0.8741830065359477,0.803,0.8114279977522589,0.7954458223300918,0.7913978494623656,0.6774774774774774,0.9120521172638436,0.8647845468053492,augmented_r1
rf_tree_growth,3,500,0.8773488562091504,0.804,0.8134561131178354,0.7967782692895453,0.7844827586206896,0.6809269162210339,0.9210526315789473,0.8673621460506706,augmented_r1
rf_tree_growth,4,25,0.7865604575163399,0.773,0.7793112635781115,0.7639620073752886,0.7625,0.6229508196721312,0.8742138364779874,0.8575803981623277,augmented_r1
rf_tree_growth,4,50,0.8318014705882353,0.788,0.7965495897812677,0.779808350553336,0.775,0.6520947176684881,0.9019607843137255,0.8571428571428571,augmented_r1
rf_tree_growth,4,100,0.8576388888888888,0.79,0.7989126334678164,0.7815860852913206,0.7838983050847458,0.6556776556776557,0.9061488673139159,0.849925705794948,augmented_r1
rf_tree_growth,4,200,0.8704044117647058,0.802,0.8106441165459015,0.7951482922112002,0.7880085653104925,0.6797153024911032,0.9090909090909091,0.8657616892911011,augmented_r1
rf_tree_growth,4,300,0.8771446078431373,0.803,0.8132995300773072,0.7962310806411612,0.7818574514038877,0.6819787985865724,0.9240924092409241,0.8652694610778443,augmented_r1
rf_tree_growth,4,400,0.8810253267973857,0.804,0.8144020290147149,0.7973137947787083,0.7765726681127982,0.6830122591943958,0.9271523178807947,0.8708708708708709,augmented_r1
rf_tree_growth,4,500,0.8789828431372549,0.806,0.815577163871722,0.7992095967720508,0.7870967741935484,0.6819787985865724,0.9210526315789473,0.8721804511278195,augmented_r1
rf_tree_growth,5,25,0.7862540849673203,0.772,0.7802540378429672,0.761298189541261,0.7436974789915967,0.6199261992619927,0.9032258064516129,0.8541666666666666,augmented_r1
rf_tree_growth,5,50,0.8356821895424836,0.799,0.8076134707696928,0.7906424169665445,0.7766179540709812,0.671559633027523,0.9174917491749175,0.8647845468053492,augmented_r1
rf_tree_growth,5,100,0.8558006535947712,0.792,0.8016363138733344,0.783483859920009,0.773784355179704,0.6521739130434783,0.9174917491749175,0.8630952380952381,augmented_r1
rf_tree_growth,5,200,0.8718341503267973,0.807,0.8159357652590646,0.7995276804417358,0.7805907172995781,0.6810035842293907,0.9235880398671097,0.8785607196401799,augmented_r1
rf_tree_growth,5,300,0.8762254901960784,0.804,0.8130564997142364,0.7964207770372429,0.7805907172995781,0.6714285714285714,0.9210526315789473,0.879154078549849,augmented_r1
rf_tree_growth,5,400,0.8792892156862745,0.806,0.8140528199034303,0.7981512794939949,0.7906976744186046,0.677536231884058,0.9150326797385621,0.8729446935724963,augmented_r1
rf_tree_growth,5,500,0.8804125816993464,0.807,0.8162970862601151,0.7997879632399362,0.7931769722814499,0.6810035842293907,0.9210526315789473,0.8699551569506726,augmented_r1
rf_tree_growth,6,25,0.7820669934640523,0.779,0.7859467361329587,0.7697483595044582,0.7368421052631579,0.6472727272727272,0.8961038961038961,0.863568215892054,augmented_r1
rf_tree_growth,6,50,0.8297589869281046,0.784,0.791777373373144,0.775683469754237,0.7531914893617021,0.6558558558558558,0.898360655737705,0.8597014925373134,augmented_r1
rf_tree_growth,6,100,0.8559027777777778,0.795,0.8041354263922155,0.787455690396471,0.7659574468085106,0.6738351254480287,0.9144736842105263,0.8622754491017964,augmented_r1
rf_tree_growth,6,200,0.8725490196078431,0.805,0.8142772692726544,0.798281624311295,0.7844827586206896,0.6867256637168142,0.9180327868852459,0.8678678678678678,augmented_r1
rf_tree_growth,6,300,0.8746936274509803,0.802,0.8117012342469443,0.7950985837296732,0.7652173913043478,0.6853146853146853,0.9240924092409241,0.8721804511278195,augmented_r1
rf_tree_growth,6,400,0.8783700980392157,0.805,0.8148270651407633,0.798128535651575,0.7705627705627706,0.6877192982456141,0.9271523178807947,0.8738738738738738,augmented_r1
rf_tree_growth,6,500,0.8792892156862745,0.801,0.8101776456555928,0.7935007479280103,0.7698924731182796,0.6785079928952042,0.9210526315789473,0.8712574850299402,augmented_r1
rf_tree_growth,7,25,0.7798202614379085,0.781,0.7910673145347362,0.7725227154292583,0.7595959595959596,0.6385321100917432,0.9102990033222591,0.8558421851289834,augmented_r1
rf_tree_growth,7,50,0.8255718954248366,0.797,0.8064184035611343,0.7892585846719666,0.7858627858627859,0.6703296703296703,0.9144736842105263,0.8550074738415545,augmented_r1
rf_tree_growth,7,100,0.8545751633986928,0.793,0.802244246224156,0.7849491448546863,0.7796610169491526,0.6594202898550725,0.9114754098360656,0.8584202682563339,augmented_r1
rf_tree_growth,7,200,0.8691789215686274,0.802,0.8096625040127468,0.7942956153751342,0.7811158798283262,0.6810810810810811,0.9090909090909091,0.8673621460506706,augmented_r1
rf_tree_growth,7,300,0.873876633986928,0.799,0.8072458325256833,0.7914462977321186,0.7792207792207793,0.675,0.9090909090909091,0.8656716417910447,augmented_r1
rf_tree_growth,7,400,0.8776552287581699,0.799,0.8071328259392714,0.7910096360076325,0.7751605995717344,0.6726618705035972,0.9120521172638436,0.8686567164179104,augmented_r1
rf_tree_growth,7,500,0.8796977124183006,0.805,0.8127006999567634,0.7974979098166967,0.7905982905982906,0.6798561151079137,0.9090909090909091,0.8712574850299402,augmented_r1
rf_tree_growth,8,25,0.784109477124183,0.752,0.756235098232244,0.7402893988042101,0.7410526315789474,0.6007604562737643,0.8544303797468354,0.828696925329429,augmented_r1
rf_tree_growth,8,50,0.8303717320261438,0.779,0.7879239715819546,0.770255618710763,0.7685774946921444,0.6398537477148081,0.898360655737705,0.844903988183161,augmented_r1
