experiment seed step real_epoch tr_loss vl_loss vl_tumour vl_plane learning_rate patience_counter best_step best_val_loss batch_real batch_synthetic
augmented_r1 0 1 0.01634320735444331 2.483396530151367 2.4887813558383862 0.19183673469387755 0.35918367346938773 3.225806451612903e-06 0 1 2.4887813558383862 64 64
augmented_r1 0 80 1.3074565883554647 1.8452909634083132 0.6107183668078209 0.8663265306122448 0.9775510204081632 0.00025806451612903227 0 80 0.6107183668078209 64 64
augmented_r1 0 160 2.6149131767109295 0.5990163230802864 0.17520128914288113 0.9428571428571428 0.9908163265306122 0.0004999871624350509 0 160 0.17520128914288113 64 64
augmented_r1 0 240 3.9223697650663945 0.3815801806282252 0.02374934789781668 0.9622448979591837 0.9938775510204082 0.0004962990794052847 0 240 0.02374934789781668 64 64
augmented_r1 0 320 5.229826353421859 0.4154856557957828 -0.05990528677191053 0.9755102040816327 0.9928571428571429 0.00048614958518009677 0 320 -0.05990528677191053 64 64
augmented_r1 0 400 6.537282941777324 0.25494314525276424 -0.19273080619014038 0.9846938775510204 0.9938775510204082 0.0004698049416382277 0 400 -0.19273080619014038 64 64
augmented_r1 0 480 7.844739530132789 0.0738650232553482 -0.3180161347194594 0.9795918367346939 0.9928571428571429 0.0004476939342344246 0 480 -0.3180161347194594 64 64
augmented_r1 0 560 9.152196118488254 0.038903821259737015 -0.37815125742737127 0.9918367346938776 0.9928571428571429 0.00042039662323982603 0 560 -0.37815125742737127 64 64
augmented_r1 0 640 10.459652706843718 0.11317504364997148 -0.40780991011736345 0.9775510204081632 0.9938775510204082 0.0003886291264381089 0 640 -0.40780991011736345 64 64
augmented_r1 0 720 11.767109295199182 -0.1147046672180295 -0.4965838977268764 0.9877551020408163 0.9938775510204082 0.000353224832488219 0 720 -0.4965838977268764 64 64
augmented_r1 0 800 13.074565883554648 0.004205387458205223 -0.528913350981109 0.9897959183673469 0.9938775510204082 0.0003151125378024133 0 800 -0.528913350981109 64 64
augmented_r1 0 880 14.382022471910112 -0.1377679558470845 -0.5978550482769401 0.9908163265306122 0.9928571428571429 0.00027529208049685805 0 880 -0.5978550482769401 64 64
augmented_r1 0 960 15.689479060265578 -0.194205404818058 -0.644456806961371 0.9928571428571429 0.9938775510204082 0.000234808110633836 0 960 -0.644456806961371 64 64
augmented_r1 0 1040 16.99693564862104 -0.2360259048640728 -0.7032641255125708 0.9897959183673469 0.9938775510204082 0.0001947226848671508 0 1040 -0.7032641255125708 64 64
augmented_r1 0 1120 18.304392236976508 -0.2704118672758341 -0.6828655736786978 0.9918367346938776 0.9928571428571429 0.00015608740444292746 1 1040 -0.7032641255125708 64 64
augmented_r1 0 1200 19.611848825331972 -0.2748133148998022 -0.6835522953344851 0.9908163265306122 0.9938775510204082 0.00011991582748762803 2 1040 -0.7032641255125708 64 64
augmented_r1 0 1280 20.919305413687436 -0.21443554237484933 -0.7517619570907281 0.9928571428571429 0.9948979591836735 8.715687931944449e-05 0 1280 -0.7517619570907281 64 64
augmented_r1 0 1360 22.2267620020429 -0.34025782756507394 -0.7578026345797948 0.9918367346938776 0.9938775510204082 5.866995833708463e-05 0 1360 -0.7578026345797948 64 64
augmented_r1 0 1440 23.534218590398364 -0.22328390777111054 -0.7081141554579443 0.9938775510204082 0.9938775510204082 3.520239055818114e-05 1 1360 -0.7578026345797948 64 64
augmented_r1 0 1520 24.84167517875383 -0.33773874416947364 -0.7264847057206291 0.9928571428571429 0.9938775510204082 1.7369824265066364e-05 2 1360 -0.7578026345797948 64 64
augmented_r1 0 1600 26.149131767109296 -0.1945572804659605 -0.7412326841938253 0.9928571428571429 0.9938775510204082 5.640079084868633e-06 3 1360 -0.7578026345797948 64 64
augmented_r1 0 1680 27.45658835546476 -0.38400515355169773 -0.792141435097675 0.9918367346938776 0.9938775510204082 3.208732072368104e-07 0 1680 -0.792141435097675 64 64
augmented_r1 0 1705 27.865168539325843 -0.4131893241405487 -0.7729956193846099 0.9918367346938776 0.9938775510204082 0.0 1 1680 -0.792141435097675 64 64
augmented_r1 1 1 0.01634320735444331 2.5317325592041016 2.486495422830387 0.24591836734693878 0.33979591836734696 3.225806451612903e-06 0 1 2.486495422830387 64 64
augmented_r1 1 80 1.3074565883554647 1.9006769000729429 0.6591505636974256 0.8316326530612245 0.976530612244898 0.00025806451612903227 0 80 0.6591505636974256 64 64
augmented_r1 1 160 2.6149131767109295 0.7745639172382652 0.1946866605354815 0.939795918367347 0.996938775510204 0.0004999871624350509 0 160 0.1946866605354815 64 64
augmented_r1 1 240 3.9223697650663945 0.5120572701096535 0.05020727417906937 0.960204081632653 0.996938775510204 0.0004962990794052847 0 240 0.05020727417906937 64 64
augmented_r1 1 320 5.229826353421859 0.35918439356610177 -0.12173611825826217 0.9683673469387755 0.9959183673469387 0.00048614958518009677 0 320 -0.12173611825826217 64 64
augmented_r1 1 400 6.537282941777324 0.2650526993907988 -0.11414181918514019 0.9714285714285714 0.9959183673469387 0.0004698049416382277 1 320 -0.12173611825826217 64 64
augmented_r1 1 480 7.844739530132789 0.13491425067186355 -0.26804018057122525 0.9714285714285714 0.9959183673469387 0.0004476939342344246 0 480 -0.26804018057122525 64 64
augmented_r1 1 560 9.152196118488254 0.05665732324123383 -0.35021184707174496 0.9744897959183674 0.9959183673469387 0.00042039662323982603 0 560 -0.35021184707174496 64 64
augmented_r1 1 640 10.459652706843718 0.15629120357334614 -0.38100004427287043 0.9673469387755103 0.9948979591836735 0.0003886291264381089 0 640 -0.38100004427287043 64 64
augmented_r1 1 720 11.767109295199182 -0.12147840727120637 -0.4577509889797289 0.9704081632653061 0.9948979591836735 0.000353224832488219 0 720 -0.4577509889797289 64 64
augmented_r1 1 800 13.074565883554648 -0.030716395005583763 -0.5337170381935276 0.9806122448979592 0.9948979591836735 0.0003151125378024133 0 800 -0.5337170381935276 64 64
augmented_r1 1 880 14.382022471910112 -0.26110112499445676 -0.5785221445317171 0.9775510204081632 0.9948979591836735 0.00027529208049685805 0 880 -0.5785221445317171 64 64
augmented_r1 1 960 15.689479060265578 -0.24508057683706283 -0.6121225337592923 0.9755102040816327 0.9948979591836735 0.000234808110633836 0 960 -0.6121225337592923 64 64
augmented_r1 1 1040 16.99693564862104 -0.1914504136890173 -0.6582705152278043 0.9775510204081632 0.9948979591836735 0.0001947226848671508 0 1040 -0.6582705152278043 64 64
augmented_r1 1 1120 18.304392236976508 -0.3243647560477257 -0.6806815385818481 0.976530612244898 0.9948979591836735 0.00015608740444292746 0 1120 -0.6806815385818481 64 64
augmented_r1 1 1200 19.611848825331972 -0.18365258164703846 -0.7152535122268054 0.976530612244898 0.9948979591836735 0.00011991582748762803 0 1200 -0.7152535122268054 64 64
augmented_r1 1 1280 20.919305413687436 -0.3284147471189499 -0.7464755106945427 0.9775510204081632 0.9948979591836735 8.715687931944449e-05 0 1280 -0.7464755106945427 64 64
augmented_r1 1 1360 22.2267620020429 -0.2703740313649178 -0.7309430380256808 0.9795918367346939 0.9948979591836735 5.866995833708463e-05 1 1280 -0.7464755106945427 64 64
augmented_r1 1 1440 23.534218590398364 -0.33150499910116193 -0.7479925904955183 0.9785714285714285 0.9948979591836735 3.520239055818114e-05 2 1440 -0.7479925904955183 64 64
augmented_r1 1 1520 24.84167517875383 -0.18392573855817318 -0.7462088283227415 0.9785714285714285 0.9948979591836735 1.7369824265066364e-05 3 1440 -0.7479925904955183 64 64
augmented_r1 1 1600 26.149131767109296 -0.4305902127176523 -0.7616829811310282 0.9795918367346939 0.9948979591836735 5.640079084868633e-06 0 1600 -0.7616829811310282 64 64
augmented_r1 1 1680 27.45658835546476 -0.2938125774264336 -0.7460993966277765 0.9795918367346939 0.9948979591836735 3.208732072368104e-07 1 1600 -0.7616829811310282 64 64
augmented_r1 1 1705 27.865168539325843 -0.4258045208454132 -0.7676327379382386 0.9795918367346939 0.9948979591836735 0.0 0 1705 -0.7676327379382386 64 64
augmented_r1 2 1 0.01634320735444331 2.5367891788482666 2.4961392655664563 0.2030612244897959 0.3469387755102041 3.225806451612903e-06 0 1 2.4961392655664563 64 64
augmented_r1 2 80 1.3074565883554647 1.8697807871842687 0.6239799623586694 0.8653061224489796 0.976530612244898 0.00025806451612903227 0 80 0.6239799623586694 64 64
augmented_r1 2 160 2.6149131767109295 0.6915082156192511 0.18707841689489327 0.9438775510204082 0.9959183673469387 0.0004999871624350509 0 160 0.18707841689489327 64 64
augmented_r1 2 240 3.9223697650663945 0.43946387744508686 0.0342885222970223 0.9622448979591837 0.9948979591836735 0.0004962990794052847 0 240 0.0342885222970223 64 64
augmented_r1 2 320 5.229826353421859 0.4069760493002832 -0.046072883022074795 0.9724489795918367 0.9959183673469387 0.00048614958518009677 0 320 -0.046072883022074795 64 64
augmented_r1 2 400 6.537282941777324 0.29506767094135283 -0.1913872504112672 0.9755102040816327 0.9948979591836735 0.0004698049416382277 0 400 -0.1913872504112672 64 64
augmented_r1 2 480 7.844739530132789 0.07173035163432359 -0.3048088022640773 0.9816326530612245 0.9948979591836735 0.0004476939342344246 0 480 -0.3048088022640773 64 64
augmented_r1 2 560 9.152196118488254 0.013891132734715938 -0.3760288630213056 0.9806122448979592 0.9948979591836735 0.00042039662323982603 0 560 -0.3760288630213056 64 64
augmented_r1 2 640 10.459652706843718 0.13765052389353513 -0.4441530798162733 0.9816326530612245 0.9948979591836735 0.0003886291264381089 0 640 -0.4441530798162733 64 64
augmented_r1 2 720 11.767109295199182 -0.13450021743774415 -0.5091560801681208 0.9857142857142858 0.9948979591836735 0.000353224832488219 0 720 -0.5091560801681208 64 64
augmented_r1 2 800 13.074565883554648 -0.02755700834095478 -0.5899313812353173 0.9836734693877551 0.9948979591836735 0.0003151125378024133 0 800 -0.5899313812353173 64 64
augmented_r1 2 880 14.382022471910112 -0.18833880722522736 -0.6438150549421505 0.9846938775510204 0.9959183673469387 0.00027529208049685805 0 880 -0.6438150549421505 64 64
augmented_r1 2 960 15.689479060265578 -0.07674047835171223 -0.6258413969254008 0.986734693877551 0.9948979591836735 0.000234808110633836 1 880 -0.6438150549421505 64 64
augmented_r1 2 1040 16.99693564862104 -0.28626038804650306 -0.7225306659328694 0.9897959183673469 0.9948979591836735 0.0001947226848671508 0 1040 -0.7225306659328694 64 64
augmented_r1 2 1120 18.304392236976508 -0.1234209768474102 -0.6692314809682418 0.9877551020408163 0.9948979591836735 0.00015608740444292746 1 1040 -0.7225306659328694 64 64
augmented_r1 2 1200 19.611848825331972 -0.23642028644680976 -0.7246188192951436 0.986734693877551 0.9948979591836735 0.00011991582748762803 2 1200 -0.7246188192951436 64 64
augmented_r1 2 1280 20.919305413687436 -0.16793644279241562 -0.7670718942369733 0.9897959183673469 0.9948979591836735 8.715687931944449e-05 0 1280 -0.7670718942369733 64 64
