experiment seed epoch real_epoch tr_loss vl_loss vl_tumour vl_plane learning_rate patience_counter best_epoch best_val_loss
augmented_r1 0 75 75.0 -0.23842778021348804 -0.05714496203831264 0.9714285714285714 0.9938775510204082 0.00025 9 66 -0.10931646921196762
augmented_r1 0 76 76.0 -0.23993262087167852 -0.09340112890516009 0.9795918367346939 0.9938775510204082 0.00025 10 66 -0.10931646921196762
augmented_r1 0 77 77.0 -0.24220231220065275 -0.041005408520601236 0.9683673469387755 0.9938775510204082 0.000125 11 66 -0.10931646921196762
augmented_r1 0 78 78.0 -0.24731924319559478 -0.11854061837099036 0.986734693877551 0.9928571428571429 0.000125 0 78 -0.11854061837099036
augmented_r1 0 79 79.0 -0.24843566459901648 -0.10821195475909175 0.9836734693877551 0.9928571428571429 0.000125 1 78 -0.11854061837099036
augmented_r1 0 80 80.0 -0.2486292728769525 -0.10212898351708237 0.9816326530612245 0.9918367346938776 0.000125 2 78 -0.11854061837099036
augmented_r1 0 81 81.0 -0.24886909071770355 -0.1129982344958247 0.9806122448979592 0.9928571428571429 0.000125 3 78 -0.11854061837099036
augmented_r1 0 82 82.0 -0.2481921440463038 -0.1102377395240628 0.9806122448979592 0.9928571428571429 0.000125 4 78 -0.11854061837099036
augmented_r1 0 83 83.0 -0.24891218685097333 -0.11007622261436618 0.9816326530612245 0.9928571428571429 0.000125 5 78 -0.11854061837099036
augmented_r1 0 84 84.0 -0.24947045342358362 -0.11684928767535151 0.9846938775510204 0.9928571428571429 0.000125 6 78 -0.11854061837099036
augmented_r1 0 85 85.0 -0.24963603577611665 -0.11277015695766526 0.9826530612244898 0.9938775510204082 0.000125 7 78 -0.11854061837099036
augmented_r1 0 86 86.0 -0.24943236951875622 -0.11224340078782062 0.9826530612244898 0.9938775510204082 0.000125 8 78 -0.11854061837099036
augmented_r1 0 87 87.0 -0.24917576405550748 -0.10327848025730678 0.9785714285714285 0.9938775510204082 0.000125 9 78 -0.11854061837099036
augmented_r1 0 88 88.0 -0.24972513443872812 -0.12174088760298125 0.9846938775510204 0.9948979591836735 0.000125 0 88 -0.12174088760298125
augmented_r1 0 89 89.0 -0.24990213076959022 -0.11862277498050612 0.986734693877551 0.9928571428571429 0.000125 1 88 -0.12174088760298125
augmented_r1 0 90 90.0 -0.24945877892182083 -0.09880752466162857 0.9806122448979592 0.9938775510204082 0.000125 2 88 -0.12174088760298125
augmented_r1 0 91 91.0 -0.24882399464973903 -0.1142554234485237 0.9846938775510204 0.9928571428571429 0.000125 3 88 -0.12174088760298125
augmented_r1 0 92 92.0 -0.25002741556626473 -0.09339614595685686 0.9785714285714285 0.9938775510204082 0.000125 4 88 -0.12174088760298125
augmented_r1 0 93 93.0 -0.24961360597740342 -0.11215519807776626 0.9816326530612245 0.9938775510204082 0.000125 5 88 -0.12174088760298125
augmented_r1 0 94 94.0 -0.2505256293093785 -0.10380569769411671 0.9775510204081632 0.9938775510204082 0.000125 6 88 -0.12174088760298125
augmented_r1 0 95 95.0 -0.251356141733896 -0.1022078514099121 0.9795918367346939 0.9938775510204082 0.000125 7 88 -0.12174088760298125
augmented_r1 0 96 96.0 -0.2507444743237818 -0.10903919035074662 0.9775510204081632 0.9938775510204082 0.000125 8 88 -0.12174088760298125
augmented_r1 0 97 97.0 -0.25126868832722826 -0.10787728708617542 0.9826530612244898 0.9938775510204082 0.000125 9 88 -0.12174088760298125
augmented_r1 0 98 98.0 -0.2505159588007293 -0.1164823089327131 0.9836734693877551 0.9938775510204082 0.000125 10 88 -0.12174088760298125
augmented_r1 0 99 99.0 -0.25031544939799577 -0.11402169684974514 0.9846938775510204 0.9938775510204082 6.25e-05 11 88 -0.12174088760298125
augmented_r1 0 100 100.0 -0.2522602466578057 -0.11376693151435073 0.9826530612244898 0.9938775510204082 6.25e-05 12 88 -0.12174088760298125
augmented_r1 0 101 101.0 -0.2528060749883388 -0.12248191298270712 0.9857142857142858 0.9948979591836735 6.25e-05 0 101 -0.12248191298270712
augmented_r1 0 102 102.0 -0.2527161875043844 -0.11782251864063496 0.9836734693877551 0.9938775510204082 6.25e-05 1 101 -0.12248191298270712
augmented_r1 0 103 103.0 -0.2528159069408896 -0.11284179444215736 0.9795918367346939 0.9948979591836735 6.25e-05 2 101 -0.12248191298270712
augmented_r1 0 104 104.0 -0.2527828739547643 -0.11638340366129972 0.9826530612244898 0.9948979591836735 6.25e-05 3 101 -0.12248191298270712
augmented_r1 0 105 105.0 -0.2530508631475936 -0.12008838507593894 0.9857142857142858 0.9938775510204082 6.25e-05 4 101 -0.12248191298270712
augmented_r1 0 106 106.0 -0.25239871552571674 -0.11479262186556446 0.9846938775510204 0.9938775510204082 6.25e-05 5 101 -0.12248191298270712
augmented_r1 0 107 107.0 -0.2530597537634214 -0.10495858143786994 0.9806122448979592 0.9938775510204082 6.25e-05 6 101 -0.12248191298270712
augmented_r1 0 108 108.0 -0.25287931667800606 -0.101422212075214 0.9816326530612245 0.9938775510204082 6.25e-05 7 101 -0.12248191298270712
augmented_r1 0 109 109.0 -0.25288343881402725 -0.11797125436821762 0.9826530612244898 0.9948979591836735 6.25e-05 8 101 -0.12248191298270712
augmented_r1 0 110 110.0 -0.25320149139009496 -0.1205515126792752 0.9836734693877551 0.9948979591836735 6.25e-05 9 101 -0.12248191298270712
augmented_r1 0 111 111.0 -0.2525495581880137 -0.11588320634802994 0.9836734693877551 0.9928571428571429 6.25e-05 10 101 -0.12248191298270712
augmented_r1 0 112 112.0 -0.2522379272751412 -0.12255532109007543 0.9836734693877551 0.9938775510204082 6.25e-05 0 112 -0.12255532109007543
augmented_r1 0 113 113.0 -0.25192563153914954 -0.10433541852600721 0.9806122448979592 0.9948979591836735 6.25e-05 1 112 -0.12255532109007543
augmented_r1 0 114 114.0 -0.25329559814156155 -0.12072385038648333 0.986734693877551 0.9938775510204082 6.25e-05 2 112 -0.12255532109007543
augmented_r1 0 115 115.0 -0.2538312305605417 -0.11470705684350462 0.9836734693877551 0.9938775510204082 6.25e-05 3 112 -0.12255532109007543
augmented_r1 0 116 116.0 -0.25306189823193925 -0.09864760758925457 0.9785714285714285 0.9938775510204082 6.25e-05 4 112 -0.12255532109007543
augmented_r1 0 117 117.0 -0.25327473995201816 -0.12212087816121626 0.9846938775510204 0.9938775510204082 6.25e-05 5 112 -0.12255532109007543
augmented_r1 0 118 118.0 -0.2530230841634493 -0.12020023452992341 0.9836734693877551 0.9948979591836735 6.25e-05 6 112 -0.12255532109007543
augmented_r1 0 119 119.0 -0.2524234897106602 -0.09719315499675517 0.9806122448979592 0.9948979591836735 6.25e-05 7 112 -0.12255532109007543
augmented_r1 0 120 120.0 -0.25355430086038894 -0.10215237724537753 0.9816326530612245 0.9938775510204082 6.25e-05 8 112 -0.12255532109007543
augmented_r1 0 121 121.0 -0.25330762345304936 -0.1017595218152416 0.9775510204081632 0.9948979591836735 6.25e-05 9 112 -0.12255532109007543
augmented_r1 0 122 122.0 -0.253705299447138 -0.11290190171222297 0.9826530612244898 0.9948979591836735 6.25e-05 10 112 -0.12255532109007543
augmented_r1 0 123 123.0 -0.25370691126171047 -0.1132148046882785 0.9816326530612245 0.9948979591836735 3.125e-05 11 112 -0.12255532109007543
augmented_r1 0 124 124.0 -0.25428490532131776 -0.12175482049280284 0.9846938775510204 0.9938775510204082 3.125e-05 12 112 -0.12255532109007543
augmented_r1 0 125 125.0 -0.25424719546742724 -0.11451748779841832 0.9857142857142858 0.9938775510204082 3.125e-05 13 112 -0.12255532109007543
augmented_r1 0 126 126.0 -0.25431418329599065 -0.11765938340401164 0.9836734693877551 0.9938775510204082 3.125e-05 14 112 -0.12255532109007543
augmented_r1 0 127 127.0 -0.25452198724664454 -0.11645623907750967 0.9826530612244898 0.9948979591836735 3.125e-05 15 112 -0.12255532109007543
augmented_r1 0 128 128.0 -0.25480577486296213 -0.12187946037370331 0.9826530612244898 0.9948979591836735 3.125e-05 16 112 -0.12255532109007543
augmented_r1 0 129 129.0 -0.2546988849579287 -0.11588172134088011 0.9826530612244898 0.9948979591836735 3.125e-05 17 112 -0.12255532109007543
augmented_r1 0 130 130.0 -0.2543751131768558 -0.12070441148719009 0.9836734693877551 0.9948979591836735 3.125e-05 18 112 -0.12255532109007543
augmented_r1 0 131 131.0 -0.25398599276259115 -0.11752156822048888 0.9816326530612245 0.9938775510204082 3.125e-05 19 112 -0.12255532109007543
augmented_r1 0 132 132.0 -0.2543586944105189 -0.11570971012115479 0.9836734693877551 0.9938775510204082 3.125e-05 20 112 -0.12255532109007543
augmented_r1 0 133 133.0 -0.2543515359819666 -0.11754602072190265 0.9846938775510204 0.9938775510204082 3.125e-05 21 112 -0.12255532109007543
augmented_r1 0 134 134.0 -0.2545330975470194 -0.11232612376310387 0.9836734693877551 0.9938775510204082 1.5625e-05 22 112 -0.12255532109007543
augmented_r1 0 135 135.0 -0.2544709023593828 -0.11716145350008594 0.9836734693877551 0.9938775510204082 1.5625e-05 23 112 -0.12255532109007543
augmented_r1 0 136 136.0 -0.2549866649761451 -0.1124929243204545 0.9816326530612245 0.9938775510204082 1.5625e-05 24 112 -0.12255532109007543
augmented_r1 0 137 137.0 -0.25509485979811797 -0.12364355350027278 0.9836734693877551 0.9938775510204082 1.5625e-05 0 137 -0.12364355350027278
augmented_r1 0 138 138.0 -0.2542218550248304 -0.11897270241562201 0.9846938775510204 0.9938775510204082 1.5625e-05 1 137 -0.12364355350027278
augmented_r1 0 139 139.0 -0.25458504487534195 -0.11415587006782998 0.9816326530612245 0.9948979591836735 1.5625e-05 2 137 -0.12364355350027278
augmented_r1 0 140 140.0 -0.2550714252701793 -0.1163237815000573 0.9826530612244898 0.9938775510204082 1.5625e-05 3 137 -0.12364355350027278
augmented_r1 0 141 141.0 -0.25461118222906326 -0.1196986840695751 0.9836734693877551 0.9938775510204082 1.5625e-05 4 137 -0.12364355350027278
augmented_r1 0 142 142.0 -0.2548494710740424 -0.11831380055875194 0.9816326530612245 0.9948979591836735 1.5625e-05 5 137 -0.12364355350027278
augmented_r1 0 143 143.0 -0.2549624697652341 -0.11173345750691939 0.9816326530612245 0.9948979591836735 1.5625e-05 6 137 -0.12364355350027278
augmented_r1 0 144 144.0 -0.25482061468791917 -0.11902188573564802 0.9846938775510204 0.9948979591836735 1.5625e-05 7 137 -0.12364355350027278
augmented_r1 0 145 145.0 -0.25545048451239666 -0.11698813292444969 0.9816326530612245 0.9948979591836735 1.5625e-05 8 137 -0.12364355350027278
augmented_r1 0 146 146.0 -0.2554176197071482 -0.11359388098424794 0.9836734693877551 0.9938775510204082 1.5625e-05 9 137 -0.12364355350027278
augmented_r1 0 147 147.0 -0.25494976794238094 -0.11830625825998735 0.9826530612244898 0.9948979591836735 1.5625e-05 10 137 -0.12364355350027278
augmented_r1 0 148 148.0 -0.2549790955921005 -0.11392305140592614 0.9816326530612245 0.9948979591836735 7.8125e-06 11 137 -0.12364355350027278
augmented_r1 0 149 149.0 -0.2554474597998873 -0.1149627602830225 0.9816326530612245 0.9938775510204082 7.8125e-06 12 137 -0.12364355350027278
augmented_r1 0 150 150.0 -0.2557040836883576 -0.11944651117130202 0.9826530612244898 0.9948979591836735 7.8125e-06 13 137 -0.12364355350027278
augmented_r1 0 151 151.0 -0.2550360300678369 -0.1207459950933651 0.9826530612244898 0.9938775510204082 7.8125e-06 14 137 -0.12364355350027278
augmented_r1 0 152 152.0 -0.2553901250287721 -0.12483375996959453 0.9846938775510204 0.9948979591836735 7.8125e-06 0 152 -0.12483375996959453
augmented_r1 0 153 153.0 -0.2555827039564083 -0.11985202906083088 0.9806122448979592 0.9938775510204082 7.8125e-06 1 152 -0.12483375996959453
augmented_r1 0 154 154.0 -0.2550460551199564 -0.1186706898163776 0.9806122448979592 0.9948979591836735 7.8125e-06 2 152 -0.12483375996959453
augmented_r1 0 155 155.0 -0.255079256990418 -0.12148165313565001 0.9826530612244898 0.9948979591836735 7.8125e-06 3 152 -0.12483375996959453
augmented_r1 0 156 156.0 -0.2551261490440022 -0.12174099464805758 0.9826530612244898 0.9948979591836735 7.8125e-06 4 152 -0.12483375996959453
augmented_r1 0 157 157.0 -0.2555035571320404 -0.1217203291095033 0.9816326530612245 0.9948979591836735 7.8125e-06 5 152 -0.12483375996959453
augmented_r1 0 158 158.0 -0.25524643527557783 -0.11896575032448282 0.9836734693877551 0.9938775510204082 7.8125e-06 6 152 -0.12483375996959453
augmented_r1 0 159 159.0 -0.25537082570496333 -0.11810998576028006 0.9846938775510204 0.9938775510204082 7.8125e-06 7 152 -0.12483375996959453
augmented_r1 0 160 160.0 -0.25537255702644274 -0.11924146194847263 0.9816326530612245 0.9938775510204082 7.8125e-06 8 152 -0.12483375996959453
augmented_r1 0 161 161.0 -0.25556843011854347 -0.11894173427503936 0.9846938775510204 0.9938775510204082 7.8125e-06 9 152 -0.12483375996959453
augmented_r1 0 162 162.0 -0.25598452527361787 -0.11655520516998914 0.9816326530612245 0.9938775510204082 7.8125e-06 10 152 -0.12483375996959453
augmented_r1 0 163 163.0 -0.2555379232275881 -0.11908756518850522 0.9816326530612245 0.9938775510204082 3.90625e-06 11 152 -0.12483375996959453
augmented_r1 0 164 164.0 -0.2555436945156352 -0.1220410697314204 0.9826530612244898 0.9938775510204082 3.90625e-06 12 152 -0.12483375996959453
augmented_r1 0 165 165.0 -0.255686171072156 -0.12032169468548833 0.9836734693877551 0.9938775510204082 3.90625e-06 13 152 -0.12483375996959453
augmented_r1 0 166 166.0 -0.2557719055490498 -0.1207449299948556 0.9836734693877551 0.9948979591836735 3.90625e-06 14 152 -0.12483375996959453
augmented_r1 0 167 167.0 -0.2559089984506355 -0.12062256920094393 0.9836734693877551 0.9948979591836735 3.90625e-06 15 152 -0.12483375996959453
augmented_r1 0 168 168.0 -0.25565734842502147 -0.11592230310245435 0.9816326530612245 0.9948979591836735 3.90625e-06 16 152 -0.12483375996959453
augmented_r1 0 169 169.0 -0.2553505260350214 -0.11873139264632245 0.9846938775510204 0.9948979591836735 3.90625e-06 17 152 -0.12483375996959453
augmented_r1 0 170 170.0 -0.25532517598749993 -0.12054827943140146 0.9836734693877551 0.9948979591836735 3.90625e-06 18 152 -0.12483375996959453
augmented_r1 0 171 171.0 -0.25540035267716044 -0.11919788000534992 0.9806122448979592 0.9948979591836735 3.90625e-06 19 152 -0.12483375996959453
augmented_r1 0 172 172.0 -0.2553112328837148 -0.12002453366104437 0.9826530612244898 0.9938775510204082 3.90625e-06 20 152 -0.12483375996959453
augmented_r1 0 173 173.0 -0.2557583745641704 -0.11904488047774957 0.9836734693877551 0.9948979591836735 3.90625e-06 21 152 -0.12483375996959453
augmented_r1 0 174 174.0 -0.25551497649453847 -0.12123256264900675 0.9836734693877551 0.9948979591836735 1.953125e-06 22 152 -0.12483375996959453
augmented_r1 0 175 175.0 -0.25601417667693677 -0.12054843707960479 0.9826530612244898 0.9948979591836735 1.953125e-06 23 152 -0.12483375996959453
augmented_r1 0 176 176.0 -0.25585832037927886 -0.12154582373949946 0.9826530612244898 0.9948979591836735 1.953125e-06 24 152 -0.12483375996959453
augmented_r1 0 177 177.0 -0.2558314744526832 -0.12051007066454206 0.9846938775510204 0.9948979591836735 1.953125e-06 25 152 -0.12483375996959453
augmented_r1 0 178 178.0 -0.25601423936597983 -0.12050030669387506 0.9816326530612245 0.9948979591836735 1.953125e-06 26 152 -0.12483375996959453
augmented_r1 0 179 179.0 -0.2557708547973546 -0.11907541751861572 0.9816326530612245 0.9938775510204082 1.953125e-06 27 152 -0.12483375996959453
augmented_r1 0 180 180.0 -0.25566534884020353 -0.12257967481807787 0.9836734693877551 0.9938775510204082 1.953125e-06 28 152 -0.12483375996959453
augmented_r1 0 181 181.0 -0.25604169446124414 -0.11770649929435886 0.9836734693877551 0.9938775510204082 1.953125e-06 29 152 -0.12483375996959453
augmented_r1 0 182 182.0 -0.2555064088747386 -0.120623779296875 0.9816326530612245 0.9948979591836735 1.953125e-06 30 152 -0.12483375996959453
augmented_r1 1 1 1.0 1.7114509470182497 2.1356213589103854 0.39081632653061227 0.7653061224489796 0.001 0 1 2.1356213589103854
augmented_r1 1 2 2.0 1.1386970166341857 2.2059732534447494 0.6071428571428571 0.5418367346938775 0.001 1 1 2.1356213589103854
augmented_r1 1 3 3.0 0.890203346001577 1.437434267511173 0.6479591836734694 0.8908163265306123 0.001 0 3 1.437434267511173
augmented_r1 1 4 4.0 0.7832126350117119 1.5369267303116467 0.7193877551020408 0.8010204081632653 0.001 1 3 1.437434267511173
augmented_r1 1 5 5.0 0.6619746221286082 1.3973876203809465 0.5897959183673469 0.9673469387755103 0.001 0 5 1.3973876203809465
augmented_r1 1 6 6.0 0.5713593945198042 0.7838503725674688 0.8836734693877552 0.9795918367346939 0.001 0 6 0.7838503725674688
augmented_r1 1 7 7.0 0.5069068653498029 1.352901654340783 0.6908163265306122 0.9540816326530612 0.001 1 6 0.7838503725674688
augmented_r1 1 8 8.0 0.46473283599681653 2.685464007513864 0.4459183673469388 0.9887755102040816 0.001 2 6 0.7838503725674688
augmented_r1 1 9 9.0 0.40135395649991357 1.2738924834193015 0.6602040816326531 0.923469387755102 0.001 3 6 0.7838503725674688
augmented_r1 1 10 10.0 0.36924338167600074 1.7757567152685048 0.5785714285714286 0.9714285714285714 0.001 4 6 0.7838503725674688
