kimg	fid	precision	recall
642.5	47.841821	0.31696597	0.0634032307
645	47.8914362	0.32012325	0.0649067287
647.5	47.9424402	0.323353541	0.0664506857
650	47.9937215	0.326588362	0.0680013858
652.5	48.0441644	0.329759234	0.0695251133
655	48.092648	0.332797679	0.0709881524
657.5	48.1380474	0.335635216	0.0723567874
660	48.179234	0.338203368	0.0735973025
662.5	48.2150761	0.340433655	0.074675982
665	48.2444403	0.342257597	0.0755591101
667.5	48.2661929	0.343606716	0.0762129711
670	48.2792012	0.344412532	0.0766038491
672.5	48.2821343	0.34461196	0.0767041708
675	48.2679973	0.344341025	0.0766911375
677.5	48.2353717	0.34371633	0.0766599085
680	48.1864307	0.34277999	0.0766110188
682.5	48.1233569	0.341574118	0.0765450035
685	48.0483355	0.34014083	0.076462398
687.5	47.9635485	0.338522239	0.0763637373
690	47.8711696	0.336760459	0.0762495566
692.5	47.7733608	0.334897605	0.0761203911
695	47.672269	0.332975791	0.075976776
697.5	47.5700241	0.331037132	0.0758192464
700	47.4687385	0.329123741	0.0756483376
702.5	47.3705065	0.327277733	0.0754645846
705	47.2774053	0.325541222	0.0752685227
707.5	47.1914971	0.323956322	0.075060687
710	47.1148316	0.322565148	0.0748416127
712.5	47.0494493	0.321409814	0.074611835
715	46.9973867	0.320532433	0.074371889
717.5	46.960681	0.319975121	0.0741223099
720	46.9413769	0.319779992	0.073863633
722.5	46.9316595	0.319899238	0.0734487397
725	46.9223529	0.320239818	0.072752989
727.5	46.9134693	0.320775996	0.0718106316
730	46.9050209	0.321482034	0.0706559186
732.5	46.8970201	0.322332198	0.0693231009
735	46.8894791	0.323300749	0.0678464293
737.5	46.8824102	0.324361952	0.0662601548
740	46.8758257	0.32549007	0.0645985283
742.5	46.869738	0.326659366	0.0628958008
745	46.8641592	0.327844104	0.061186223
747.5	46.8591019	0.329018548	0.0595040461
750	46.8545782	0.33015696	0.0578835208
752.5	46.8506005	0.331233605	0.0563588981
755	46.8471813	0.332222745	0.0549644289
757.5	46.8443328	0.333098645	0.0537343641
760	46.8420675	0.333835568	0.0527029547
762.5	46.8403977	0.334407776	0.0519044516
765	46.839336	0.334789535	0.0513731057
767.5	46.8388948	0.334955107	0.0511431678
770	46.843512	0.334917987	0.0511507487
772.5	46.8614884	0.334754669	0.0512065884
775	46.8915747	0.334481077	0.0512999972
777.5	46.9322411	0.334110946	0.0514261584
780	46.98196	0.333658012	0.0515802555
782.5	47.0392035	0.333136009	0.051757472
785	47.10244	0.332558673	0.0519529914
787.5	47.1701323	0.331939739	0.052161997
790	47.240736	0.331292943	0.0523796725
792.5	47.3126981	0.330632018	0.0526012011
795	47.3844561	0.329970701	0.0528217665
797.5	47.4544383	0.329322727	0.053036552
800	47.5210638	0.328701831	0.0532407412
802.5	47.5827433	0.328121748	0.0534295174
805	47.6378809	0.327596213	0.0535980641
807.5	47.6848754	0.327138962	0.0537415648
810	47.7221232	0.326763729	0.053855203
812.5	47.7480212	0.32648425	0.0539341622
815	47.7609702	0.32631426	0.0539736257
817.5	47.7620279	0.326245432	0.0538957776
820	47.7611883	0.326194525	0.0534182982
822.5	47.7596144	0.326151162	0.0525554959
825	47.7573347	0.326114378	0.0513555359
827.5	47.7543781	0.326083209	0.0498665838
830	47.7507731	0.326056692	0.0481368047
832.5	47.7465484	0.326033861	0.0462143642
835	47.7417328	0.326013753	0.0441474276
837.5	47.736355	0.325995402	0.0419841603
840	47.7304437	0.325977846	0.0397727275
842.5	47.7240277	0.325960119	0.0375612948
845	47.7171357	0.325941257	0.0353980274
847.5	47.7097964	0.325920297	0.0333310908
850	47.7020386	0.325896273	0.0314086503
852.5	47.693891	0.325868222	0.0296788713
855	47.6853823	0.325835179	0.0281899191
857.5	47.6765412	0.325796181	0.0269899592
860	47.6673965	0.325750262	0.0261271568
862.5	47.6579767	0.325696458	0.0256496775
865	47.6477081	0.325586698	0.0255937157
867.5	47.6313242	0.325005349	0.0258699602
870	47.6082982	0.323906108	0.0264226739
872.5	47.5795116	0.322352536	0.0272181411
875	47.5458456	0.320408194	0.028222646
877.5	47.5081809	0.318136644	0.0294024729
880	47.4673967	0.315601447	0.0307239059
882.5	47.4243697	0.312866164	0.0321532295
885	47.379974	0.309994356	0.0336567276
887.5	47.3350808	0.307049585	0.0352006847
890	47.2905576	0.304095411	0.036751385
892.5	47.2472692	0.301195396	0.0382751126
895	47.2060769	0.298413101	0.0397381519
897.5	47.1678393	0.295812088	0.041106787
900	47.1334127	0.293455917	0.0423473023
902.5	47.1036518	0.291408149	0.0434259818
905	47.07941	0.289732347	0.04430911
907.5	47.0615411	0.288492071	0.044962971
910	47.0508997	0.287750881	0.0453538491
912.5	47.0483419	0.287569613	0.0454517917
915	47.0542769	0.287894429	0.0453588326
917.5	47.0679641	0.288643359	0.0451444966
920	47.0884869	0.289765912	0.0448232335
922.5	47.1149305	0.291211599	0.0444094928
925	47.1463805	0.292929929	0.0439177242
927.5	47.1819218	0.294870415	0.0433623773
930	47.2206376	0.296982564	0.0427579017
932.5	47.2616091	0.299215889	0.042118747
935	47.3039147	0.3015199	0.0414593628
937.5	47.3466295	0.303844106	0.0407941989
940	47.3888253	0.306138019	0.0401377046
942.5	47.4295708	0.308351148	0.0395043298
945	47.4679314	0.310433004	0.038908524
947.5	47.5029699	0.312333097	0.0383647367
950	47.5337469	0.314000938	0.0378874178
952.5	47.5593216	0.315386038	0.0374910166
955	47.5787526	0.316437905	0.037189983
957.5	47.5910993	0.317106051	0.0369987664
960	47.595423	0.317339987	0.0369318165
962.5	47.5901052	0.317338468	0.0369318165
965	47.5745005	0.317327838	0.0369318165
967.5	47.549136	0.317298986	0.0369318165
970	47.5145442	0.317242799	0.0369318165
972.5	47.4712615	0.317150168	0.0369318165
975	47.4198275	0.31701198	0.0369318165
977.5	47.3607839	0.316819124	0.0369318165
980	47.2946737	0.316562489	0.0369318165
982.5	47.2220401	0.316232963	0.0369318165
985	47.1434264	0.315821436	0.0369318165
987.5	47.0593746	0.315318796	0.0369318165
990	46.9704251	0.314715931	0.0369318165
992.5	46.8771162	0.314003731	0.0369318165
995	46.7799832	0.313173084	0.0369318165
997.5	46.6795585	0.312214878	0.0369318165
1000	46.5763706	0.311120003	0.0369318165
