kimg	fid	precision	recall
337.5	36.0388675	0.313485153	0.0568289966
340	36.0201431	0.313515406	0.056631264
342.5	35.9863329	0.313570074	0.0562739623
345	35.9393633	0.313646103	0.0557770378
347.5	35.8811671	0.313740443	0.0551604365
350	35.8136764	0.313850042	0.0544441045
352.5	35.7388175	0.313971848	0.053647988
355	35.6585066	0.314102809	0.0527920332
357.5	35.5746461	0.314239874	0.0518961861
360	35.4891222	0.31437999	0.0509803928
362.5	35.4038039	0.314520107	0.0500645996
365	35.3205424	0.314657171	0.0491687525
367.5	35.2411714	0.314788132	0.0483127976
370	35.1675092	0.314909938	0.0475166812
372.5	35.1013609	0.315019537	0.0468003492
375	35.0445216	0.315113877	0.0461837479
377.5	34.9987813	0.315189907	0.0456868234
380	34.9659298	0.315244574	0.0453295217
382.5	34.9477628	0.315274827	0.0451317891
385	34.9530485	0.315209292	0.0451232167
387.5	35.0438974	0.31444254	0.0453955922
390	35.2263786	0.312902978	0.0459405649
392.5	35.4906753	0.310678176	0.0467248911
395	35.8272604	0.307855704	0.0477153274
397.5	36.2266702	0.304523132	0.0488786301
400	36.6793071	0.300768029	0.0501815558
402.5	37.1752694	0.296677966	0.0515908608
405	37.7042086	0.292340511	0.0530733017
407.5	38.2552148	0.287843235	0.0545956348
410	38.8167329	0.283273708	0.0561246167
412.5	39.3765116	0.278719498	0.0576270037
415	39.9215903	0.274268177	0.0590695523
417.5	40.4383259	0.270007313	0.0604190189
420	40.9124655	0.266024477	0.0616421601
422.5	41.329266	0.262407239	0.0627057321
425	41.673665	0.259243167	0.0635764916
427.5	41.930503	0.256619832	0.0642211949
430	42.084796	0.254624804	0.0646065985
432.5	42.1228072	0.253332012	0.0647025986
435	42.061121	0.252355374	0.0645905457
437.5	41.919235	0.251476715	0.0643283101
440	41.7074615	0.250685663	0.063928407
442.5	41.4363029	0.249971846	0.0634033518
445	41.1162983	0.249324893	0.0627656595
447.5	40.7578921	0.248734431	0.0620278455
450	40.3713296	0.248190088	0.061202425
452.5	39.9665769	0.247681494	0.0603019131
455	39.5532659	0.247198276	0.0593388251
457.5	39.1406624	0.246730062	0.0583256762
460	38.7376573	0.246266481	0.0572749817
462.5	38.352778	0.24579716	0.0561992568
465	37.9942191	0.245311729	0.0551110166
467.5	37.6698921	0.244799815	0.0540227765
