source,seed,step,real_epoch,tr_loss,vl_loss,vl_tumour,vl_plane,patience_counter,best_step,best_val_loss,learning_rate,training_budget,max_steps,budget_epoch_steps,val_every,patience_evals,batch_real,batch_synthetic,real_examples_seen,synthetic_examples_seen,experiment
step,0,1,0.010980592441266599,2.5307774543762207,2.489310716122997,0.18877551020408162,0.35714285714285715,0,1,2.489310716122997,3.225806451612903e-06,compute,1705,31,80,8,43,85,43,85,filtered_r2
step,0,80,0.8784473953013279,1.83858648432961,0.639959340436118,0.8622448979591837,0.9755102040816327,0,80,0.639959340436118,0.00025806451612903227,compute,1705,31,80,8,43,85,3440,6800,filtered_r2
step,0,160,1.7568947906026557,0.5876838649623096,0.271993846005323,0.9102040816326531,0.9887755102040816,0,160,0.271993846005323,0.0004999871624350509,compute,1705,31,80,8,43,85,6880,13600,filtered_r2
step,0,240,2.635342185903984,0.37896559089422227,0.03648915625348383,0.9663265306122449,0.9897959183673469,0,240,0.03648915625348383,0.0004962990794052847,compute,1705,31,80,8,43,85,10320,20400,filtered_r2
step,0,320,3.5137895812053115,0.4076850541401654,-0.05342276187575593,0.976530612244898,0.9928571428571429,0,320,-0.05342276187575593,0.00048614958518009677,compute,1705,31,80,8,43,85,13760,27200,filtered_r2
step,0,400,4.39223697650664,0.25218972060829403,-0.19375901745290172,0.9785714285714285,0.9928571428571429,0,400,-0.19375901745290172,0.0004698049416382277,compute,1705,31,80,8,43,85,17200,34000,filtered_r2
step,0,480,5.270684371807968,0.061013053823262456,-0.3297513907053033,0.9816326530612245,0.9928571428571429,0,480,-0.3297513907053033,0.0004476939342344246,compute,1705,31,80,8,43,85,20640,40800,filtered_r2
step,0,560,6.149131767109295,0.0309516666457057,-0.3791920444186853,0.9897959183673469,0.9928571428571429,0,560,-0.3791920444186853,0.00042039662323982603,compute,1705,31,80,8,43,85,24080,47600,filtered_r2
step,0,640,7.027579162410623,0.10526405945420265,-0.4556417041895341,0.986734693877551,0.9948979591836735,0,640,-0.4556417041895341,0.0003886291264381089,compute,1705,31,80,8,43,85,27520,54400,filtered_r2
step,0,720,7.906026557711951,-0.12946894634515047,-0.5009745349689406,0.9857142857142858,0.9938775510204082,0,720,-0.5009745349689406,0.000353224832488219,compute,1705,31,80,8,43,85,30960,61200,filtered_r2
step,0,800,8.78447395301328,-0.009776514396071434,-0.4979426454524605,0.9816326530612245,0.9948979591836735,1,720,-0.5009745349689406,0.0003151125378024133,compute,1705,31,80,8,43,85,34400,68000,filtered_r2
step,0,880,9.662921348314606,-0.1417581807821989,-0.5774571822614086,0.9826530612244898,0.9928571428571429,0,880,-0.5774571822614086,0.00027529208049685805,compute,1705,31,80,8,43,85,37840,74800,filtered_r2
step,0,960,10.541368743615935,-0.20839329734444617,-0.6570310473442078,0.9928571428571429,0.9928571428571429,0,960,-0.6570310473442078,0.000234808110633836,compute,1705,31,80,8,43,85,41280,81600,filtered_r2
step,0,1040,11.419816138917263,-0.25011489540338516,-0.7100828078328346,0.9918367346938776,0.9928571428571429,0,1040,-0.7100828078328346,0.0001947226848671508,compute,1705,31,80,8,43,85,44720,88400,filtered_r2
step,0,1120,12.29826353421859,-0.27121570967137815,-0.6789544528844406,0.9897959183673469,0.9928571428571429,1,1040,-0.7100828078328346,0.00015608740444292746,compute,1705,31,80,8,43,85,48160,95200,filtered_r2
