source,seed,step,real_epoch,tr_loss,vl_loss,vl_tumour,vl_plane,patience_counter,best_step,best_val_loss,learning_rate,training_budget,max_steps,budget_epoch_steps,val_every,patience_evals,batch_real,batch_synthetic,real_examples_seen,synthetic_examples_seen,experiment
step,0,1,0.010980592441266599,2.5080037117004395,2.4888445387081224,0.19183673469387755,0.35714285714285715,0,1,2.4888445387081224,3.225806451612903e-06,compute,1705,31,80,8,43,85,43,85,augmented_r2
step,0,80,0.8784473953013279,1.8383353631707686,0.6526752703043879,0.8397959183673469,0.9775510204081632,0,80,0.6526752703043879,0.00025806451612903227,compute,1705,31,80,8,43,85,3440,6800,augmented_r2
step,0,160,1.7568947906026557,0.5972342028748244,0.25001162874455357,0.9163265306122449,0.9908163265306122,0,160,0.25001162874455357,0.0004999871624350509,compute,1705,31,80,8,43,85,6880,13600,augmented_r2
step,0,240,2.635342185903984,0.3649936457630247,0.04841614213525033,0.9551020408163265,0.9908163265306122,0,240,0.04841614213525033,0.0004962990794052847,compute,1705,31,80,8,43,85,10320,20400,augmented_r2
step,0,320,3.5137895812053115,0.42409981675446035,-0.0067338333446152355,0.9551020408163265,0.9938775510204082,0,320,-0.0067338333446152355,0.00048614958518009677,compute,1705,31,80,8,43,85,13760,27200,augmented_r2
step,0,400,4.39223697650664,0.2574718285351992,-0.15474930825282115,0.9744897959183674,0.9938775510204082,0,400,-0.15474930825282115,0.0004698049416382277,compute,1705,31,80,8,43,85,17200,34000,augmented_r2
step,0,480,5.270684371807968,0.07044472610577941,-0.30404016266063766,0.9806122448979592,0.9948979591836735,0,480,-0.30404016266063766,0.0004476939342344246,compute,1705,31,80,8,43,85,20640,40800,augmented_r2
step,0,560,6.149131767109295,0.035648447647690776,-0.3648226286683764,0.986734693877551,0.9928571428571429,0,560,-0.3648226286683764,0.00042039662323982603,compute,1705,31,80,8,43,85,24080,47600,augmented_r2
step,0,640,7.027579162410623,0.10721549205482006,-0.4256810441309092,0.9816326530612245,0.9938775510204082,0,640,-0.4256810441309092,0.0003886291264381089,compute,1705,31,80,8,43,85,27520,54400,augmented_r2
step,0,720,7.906026557711951,-0.12714174073189496,-0.5027245166350384,0.9795918367346939,0.9938775510204082,0,720,-0.5027245166350384,0.000353224832488219,compute,1705,31,80,8,43,85,30960,61200,augmented_r2
step,0,800,8.78447395301328,-0.009971200488507748,-0.5075637666546569,0.9806122448979592,0.9938775510204082,1,800,-0.5075637666546569,0.0003151125378024133,compute,1705,31,80,8,43,85,34400,68000,augmented_r2
step,0,880,9.662921348314606,-0.13763164542615414,-0.5684750136064023,0.986734693877551,0.9938775510204082,0,880,-0.5684750136064023,0.00027529208049685805,compute,1705,31,80,8,43,85,37840,74800,augmented_r2
step,0,960,10.541368743615935,-0.20324750393629074,-0.6658842972346715,0.9908163265306122,0.9938775510204082,0,960,-0.6658842972346715,0.000234808110633836,compute,1705,31,80,8,43,85,41280,81600,augmented_r2
step,0,1040,11.419816138917263,-0.24498046785593033,-0.6973096869429763,0.9918367346938776,0.9938775510204082,0,1040,-0.6973096869429763,0.0001947226848671508,compute,1705,31,80,8,43,85,44720,88400,augmented_r2
step,0,1120,12.29826353421859,-0.27131561413407324,-0.662751608722064,0.9877551020408163,0.9938775510204082,1,1040,-0.6973096869429763,0.00015608740444292746,compute,1705,31,80,8,43,85,48160,95200,augmented_r2
step,0,1200,13.176710929519919,-0.2748087584972382,-0.674256199233386,0.9928571428571429,0.9938775510204082,2,1040,-0.6973096869429763,0.00011991582748762803,compute,1705,31,80,8,43,85,51600,102000,augmented_r2
step,0,1280,14.055158324821246,-0.21883017085492612,-0.7449976210691491,0.9938775510204082,0.9938775510204082,0,1280,-0.7449976210691491,8.715687931944449e-05,compute,1705,31,80,8,43,85,55040,108800,augmented_r2
step,0,1360,14.933605720122575,-0.3538172282278538,-0.7503138693011537,0.9918367346938776,0.9938775510204082,0,1360,-0.7503138693011537,5.866995833708463e-05,compute,1705,31,80,8,43,85,58480,115600,augmented_r2
step,0,1440,15.812053115423902,-0.2344233628362417,-0.7003527398012123,0.9908163265306122,0.9938775510204082,1,1360,-0.7503138693011537,3.520239055818114e-05,compute,1705,31,80,8,43,85,61920,122400,augmented_r2
step,0,1520,16.69050051072523,-0.34143327698111536,-0.7172977160434334,0.9938775510204082,0.9938775510204082,2,1360,-0.7503138693011537,1.7369824265066364e-05,compute,1705,31,80,8,43,85,65360,129200,augmented_r2
step,0,1600,17.56894790602656,-0.20823466926813125,-0.7299826626874962,0.9918367346938776,0.9938775510204082,3,1360,-0.7503138693011537,5.640079084868633e-06,compute,1705,31,80,8,43,85,68800,136000,augmented_r2
step,0,1680,18.447395301327887,-0.3891018718481064,-0.7894715153441138,0.9908163265306122,0.9938775510204082,0,1680,-0.7894715153441138,3.208732072368104e-07,compute,1705,31,80,8,43,85,72240,142800,augmented_r2
step,0,1705,18.721910112359552,-0.41853688478469847,-0.7672855182569854,0.9928571428571429,0.9938775510204082,1,1680,-0.7894715153441138,0.0,compute,1705,31,80,8,43,85,73315,144925,augmented_r2
