source,seed,epoch,step,real_epoch,tr_loss,vl_loss,vl_tumour,vl_plane,patience_counter,best_epoch,best_val_loss,learning_rate,experiment
epoch,5,1,1,1.0,1.4810680288735583,3.1104487740263647,0.5357142857142857,0.47244897959183674,0,1,3.1104487740263647,0.001,filtered_r2
epoch,5,2,2,2.0,0.9019624079529523,1.11232688572942,0.746938775510204,0.9612244897959183,0,2,1.11232688572942,0.001,filtered_r2
epoch,5,3,3,3.0,0.7233808483783866,1.0659866488709742,0.8530612244897959,0.8418367346938775,0,3,1.0659866488709742,0.001,filtered_r2
epoch,5,4,4,4.0,0.5790367726511603,0.7657153241488398,0.8877551020408163,0.9755102040816327,0,4,0.7657153241488398,0.001,filtered_r2
epoch,5,5,5,5.0,0.48000804910793365,0.9670242110077216,0.7816326530612245,0.95,1,4,0.7657153241488398,0.001,filtered_r2
epoch,5,6,6,6.0,0.3981119914690746,0.7028897239237416,0.8877551020408163,0.9785714285714285,0,6,0.7028897239237416,0.001,filtered_r2
epoch,5,7,7,7.0,0.3169336259052014,1.219043288912092,0.8857142857142857,0.7183673469387755,1,6,0.7028897239237416,0.001,filtered_r2
epoch,5,8,8,8.0,0.27255392952044644,0.9793299154359467,0.9030612244897959,0.7887755102040817,2,6,0.7028897239237416,0.001,filtered_r2
epoch,5,9,9,9.0,0.22558312221104945,1.1074343369931592,0.7275510204081632,0.8908163265306123,3,6,0.7028897239237416,0.001,filtered_r2
epoch,5,10,10,10.0,0.15461318015286968,0.5504467212423987,0.8836734693877552,0.9877551020408163,0,10,0.5504467212423987,0.001,filtered_r2
epoch,5,11,11,11.0,0.12266725185211734,1.1660199729763732,0.7663265306122449,0.9530612244897959,1,10,0.5504467212423987,0.001,filtered_r2
epoch,5,12,12,12.0,0.08071578623847082,1.278397213196268,0.7826530612244897,0.886734693877551,2,10,0.5504467212423987,0.001,filtered_r2
epoch,5,13,13,13.0,0.02812041961871955,0.5825821056657908,0.8857142857142857,0.9459183673469388,3,10,0.5504467212423987,0.001,filtered_r2
epoch,5,14,14,14.0,0.012278100979512518,1.2198339034099968,0.8275510204081633,0.813265306122449,4,10,0.5504467212423987,0.001,filtered_r2
epoch,5,15,15,15.0,-0.008300623968178376,0.40831288950783867,0.8989795918367347,0.9826530612244898,0,15,0.40831288950783867,0.001,filtered_r2
epoch,5,16,16,16.0,-0.03986206550726155,0.5697544496886584,0.8816326530612245,0.9408163265306122,1,15,0.40831288950783867,0.001,filtered_r2
epoch,5,17,17,17.0,-0.05428035865554943,0.3327634806535682,0.9163265306122449,0.9795918367346939,0,17,0.3327634806535682,0.001,filtered_r2
epoch,5,18,18,18.0,-0.10174431512471988,1.2499636046740474,0.7520408163265306,0.9775510204081632,1,17,0.3327634806535682,0.001,filtered_r2
epoch,5,19,19,19.0,-0.13475874427250534,1.3611406598772322,0.689795918367347,0.9285714285714286,2,17,0.3327634806535682,0.001,filtered_r2
epoch,5,20,20,20.0,-0.14101264445121484,1.0193312752003572,0.8112244897959183,0.9377551020408164,3,17,0.3327634806535682,0.001,filtered_r2
epoch,5,21,21,21.0,-0.14154890479657473,0.1601243298880908,0.9387755102040817,0.986734693877551,0,21,0.1601243298880908,0.001,filtered_r2
epoch,5,22,22,22.0,-0.14348176945254168,4.4876805675273035,0.686734693877551,0.43673469387755104,1,21,0.1601243298880908,0.001,filtered_r2
epoch,5,23,23,23.0,-0.06508414065973522,0.8629371888783514,0.813265306122449,0.9724489795918367,2,21,0.1601243298880908,0.001,filtered_r2
epoch,5,24,24,24.0,-0.1471856767107872,0.10830982315297029,0.9510204081632653,0.9918367346938776,0,24,0.10830982315297029,0.001,filtered_r2
epoch,5,25,25,25.0,-0.18253593261157733,0.043193422531595034,0.9642857142857143,0.9928571428571429,0,25,0.043193422531595034,0.001,filtered_r2
epoch,5,26,26,26.0,-0.2101267567347395,0.04715643366988825,0.9663265306122449,0.9908163265306122,1,25,0.043193422531595034,0.001,filtered_r2
epoch,5,27,27,27.0,-0.2178753718955544,-0.05891625248655981,0.9755102040816327,0.9948979591836735,0,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,28,28,28.0,-0.22007572464807965,0.3282461993548335,0.9836734693877551,0.9081632653061225,1,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,29,29,29.0,-0.2075975704269643,0.3116666959256542,0.9183673469387755,0.9846938775510204,2,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,30,30,30.0,-0.1736434364687572,4.700758147726254,0.5846938775510204,0.6530612244897959,3,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,31,31,31.0,-0.09268154604357744,2.152809970232905,0.6714285714285714,0.976530612244898,4,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,32,32,32.0,-0.19542951706654482,0.4146050642947761,0.8969387755102041,0.9908163265306122,5,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,33,33,33.0,-0.217342944805428,-0.008273572824439223,0.9704081632653061,0.9908163265306122,6,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,34,34,34.0,-0.22829789262420414,-0.047812014209980866,0.9724489795918367,0.9938775510204082,7,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,35,35,35.0,-0.23663752657142018,0.12206698729067432,0.9530612244897959,0.9908163265306122,8,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,36,36,36.0,-0.2391437135391135,0.03983776958621278,0.9795918367346939,0.9775510204081632,9,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,37,37,37.0,-0.21460896989573602,1.1128658761783523,0.7377551020408163,0.9734693877551021,10,27,-0.05891625248655981,0.001,filtered_r2
epoch,5,38,38,38.0,-0.17792312536081004,0.5859561204910279,0.9061224489795918,0.9428571428571428,11,27,-0.05891625248655981,0.0005,filtered_r2
epoch,5,39,39,39.0,-0.21033264439621505,-0.03892603699041872,0.9755102040816327,0.9918367346938776,12,27,-0.05891625248655981,0.0005,filtered_r2
epoch,5,40,40,40.0,-0.23685181544409364,-0.062027888881916904,0.9704081632653061,0.9938775510204082,0,40,-0.062027888881916904,0.0005,filtered_r2
epoch,5,41,41,41.0,-0.24599658401081295,-0.121776084024079,0.986734693877551,0.9938775510204082,0,41,-0.121776084024079,0.0005,filtered_r2
epoch,5,42,42,42.0,-0.2480768159244928,-0.1088380867121171,0.9846938775510204,0.9948979591836735,1,41,-0.121776084024079,0.0005,filtered_r2
epoch,5,43,43,43.0,-0.2477680069383811,-0.1334683014422047,0.986734693877551,0.9938775510204082,0,43,-0.1334683014422047,0.0005,filtered_r2
epoch,5,44,44,44.0,-0.2472715140223886,-0.13669924541395537,0.9918367346938776,0.9938775510204082,0,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,45,45,45.0,-0.24768556856642945,-0.10940499792293626,0.9846938775510204,0.9938775510204082,1,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,46,46,46.0,-0.24566481201788548,-0.13049699773593826,0.9897959183673469,0.9938775510204082,2,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,47,47,47.0,-0.24769532748342848,-0.09832843712397984,0.9836734693877551,0.9938775510204082,3,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,48,48,48.0,-0.2493083830265182,-0.10595430549310178,0.986734693877551,0.9948979591836735,4,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,49,49,49.0,-0.24912000662528427,-0.08122497772683902,0.9816326530612245,0.9938775510204082,5,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,50,50,50.0,-0.24824705432099298,-0.13171888127618905,0.9877551020408163,0.9928571428571429,6,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,51,51,51.0,-0.24734054006220893,-0.1005175342365187,0.9826530612244898,0.9948979591836735,7,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,52,52,52.0,-0.24820361137042282,-0.002801221730757733,0.9673469387755103,0.9948979591836735,8,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,53,53,53.0,-0.24968767101784856,-0.11096203473149514,0.986734693877551,0.9948979591836735,9,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,54,54,54.0,-0.23680968991792478,0.591286471911839,0.8887755102040816,0.9897959183673469,10,44,-0.13669924541395537,0.0005,filtered_r2
epoch,5,55,55,55.0,-0.16927077754927614,5.917413695977658,0.5346938775510204,0.6153061224489796,11,44,-0.13669924541395537,0.00025,filtered_r2
epoch,5,56,56,56.0,-0.22638126627710842,-0.081857553306891,0.9836734693877551,0.9928571428571429,12,44,-0.13669924541395537,0.00025,filtered_r2
epoch,5,57,57,57.0,-0.24794701269635105,-0.13746385282399703,0.9877551020408163,0.9948979591836735,0,57,-0.13746385282399703,0.00025,filtered_r2
epoch,5,58,58,58.0,-0.2506727041257586,-0.12415636607578823,0.9836734693877551,0.9948979591836735,1,57,-0.13746385282399703,0.00025,filtered_r2
epoch,5,59,59,59.0,-0.25113912148067963,-0.1303811584200178,0.9857142857142858,0.9948979591836735,2,57,-0.13746385282399703,0.00025,filtered_r2
epoch,5,60,60,60.0,-0.2514499682951572,-0.14106631230334846,0.9897959183673469,0.9948979591836735,0,60,-0.14106631230334846,0.00025,filtered_r2
