kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
142	2.27480865	0.65279467	0.841440859	0.905883251	0.0707157882
143	2.28684749	0.643033844	0.84798579	0.908737949	0.0722058543
144	2.29245244	0.638489478	0.851032926	0.911096494	0.073580107
145	2.29235544	0.640574812	0.850340848	0.91284286	0.0748100048
146	2.29213296	0.645280002	0.848633229	0.914484658	0.0759891808
147	2.29190853	0.650026455	0.846545808	0.915935533	0.0771166715
148	2.29180404	0.652236271	0.844713631	0.917108947	0.0781914826
149	2.29725	0.649510715	0.843022073	0.918139735	0.0791705134
150	2.30952993	0.642992303	0.841208502	0.919110962	0.0800720936
151	2.32191756	0.635483034	0.839756819	0.919835191	0.0809930455
152	2.32768489	0.629785092	0.839151114	0.92012492	0.0820302067
153	2.32638783	0.625876813	0.840309441	0.920075811	0.0832774367
154	2.32293156	0.622185121	0.842980856	0.919930157	0.0846880743
155	2.31811753	0.61942793	0.845824525	0.919695835	0.0861450657
156	2.31274586	0.618323814	0.847499421	0.91938066	0.087531349
157	2.3038997	0.620998019	0.84806078	0.917241775	0.0888267262
158	2.29123151	0.627028666	0.848509796	0.91289804	0.0900925055
159	2.27982684	0.633112199	0.848808634	0.908606707	0.0913262397
160	2.27477243	0.635944521	0.848919144	0.906625588	0.0925254608
161	2.28402239	0.634450166	0.84786617	0.906751276	0.0936774317
162	2.30488309	0.631078699	0.845491797	0.907100696	0.0947891387
163	2.32592673	0.627677666	0.843096601	0.907615889	0.095889196
164	2.33572406	0.626094241	0.841981464	0.908239451	0.0970062221
165	2.32675185	0.62681063	0.842678981	0.909576421	0.0981255264
166	2.30651419	0.628427051	0.844443408	0.911755316	0.0992383127
167	2.28609905	0.630057648	0.846703452	0.913926614	0.100386485
168	2.27659434	0.630816808	0.848887942	0.915240582	0.101611958
169	2.29490659	0.627387382	0.851353031	0.915780144	0.102965858
170	2.33620457	0.619653996	0.854278565	0.916218841	0.104425
171	2.37786471	0.61185279	0.856732548	0.916514559	0.105917116
172	2.3972605	0.608220768	0.857782718	0.916624971	0.107369935
173	2.38242795	0.612264993	0.854904318	0.916397342	0.108776206
174	2.34853712	0.621386595	0.848413251	0.915884003	0.110171522
175	2.31326117	0.630588192	0.841865259	0.915366164	0.111542454
176	2.29427218	0.634872197	0.838816698	0.915125072	0.11287556
177	2.29103051	0.632331685	0.840028256	0.915403443	0.114139848
178	2.2892858	0.626600307	0.8427622	0.91605498	0.115352267
179	2.28762044	0.620818667	0.845520119	0.916771815	0.116574177
180	2.28462083	0.618126898	0.846804129	0.917246064	0.117866951
181	2.2757237	0.618250328	0.846679127	0.917454595	0.119358744
182	2.25966305	0.618616133	0.846320444	0.917611561	0.120991278
183	2.24036386	0.619200663	0.845767545	0.917742473	0.122535125
184	2.22175218	0.619981041	0.84505955	0.91787278	0.123760821
185	2.2010037	0.624544312	0.842634066	0.918028583	0.124603403
186	2.17706458	0.633652176	0.838212575	0.918191995	0.125266269
187	2.15722988	0.642616734	0.833950168	0.918321351	0.125912673
188	2.14879661	0.646748936	0.832002455	0.918374985	0.126705841
189	2.16524286	0.641310388	0.83382058	0.918350406	0.127780798
190	2.20233228	0.629044459	0.837921495	0.918277578	0.129067811
191	2.23974696	0.616670961	0.842058374	0.918160418	0.130420814
192	2.25716618	0.610910208	0.843984388	0.91800283	0.131693735
193	2.24424161	0.613575487	0.843287087	0.916933388	0.132840208
194	2.21420726	0.619850382	0.841713477	0.91476152	0.133942432
195	2.18169709	0.626837319	0.840126066	0.912615853	0.135040389
196	2.16134389	0.631639615	0.839387013	0.911625294	0.13617404
197	2.15427067	0.633833685	0.839799381	0.912535634	0.137411399
198	2.14968823	0.635405769	0.840729711	0.914588986	0.138716248
